symbol,entry_time,exit_time,entry,stop,final_exit_price,score,structure_score,rr_score,stop_score,liquidity_score,slippage_score,volatility_score,weighted_rr,risk_pct,tp_hits,exit_reason,gross_r,net_notional_return_pct,account_risk_pct,account_return_pct,btc_filter_pass
SOLUSDT,2026-01-12T04:00:00+00:00,2026-01-19T00:00:00+00:00,142.81,135.3,135.3,93.0,25.0,22.0,15.0,9.0,10.0,12.0,3.1,5.258735382676276,0,close_below_stop,-1.0,-5.6587353826762765,1.0,-1.0,True
BNBUSDT,2026-01-13T16:00:00+00:00,2026-01-20T16:00:00+00:00,918.45,894.06,906.98,94.0,25.0,22.0,15.0,9.0,10.0,13.0,3.1,2.6555609995100546,1,max_hold_close,0.1208077080770813,-0.07918776199030708,1.0,0.1208077080770813,True
DOGEUSDT,2026-01-13T16:00:00+00:00,2026-01-19T00:00:00+00:00,0.14248,0.13484,0.13484,90.0,25.0,22.0,15.0,8.0,9.0,11.0,3.1,5.362156092083105,0,close_below_stop,-1.0,-5.762156092083106,1.0,-1.0,True
LINKUSDT,2026-01-13T16:00:00+00:00,2026-01-19T00:00:00+00:00,13.606,12.9,12.9,91.0,25.0,22.0,15.0,8.0,9.0,12.0,3.100000000000001,5.188887255622516,0,close_below_stop,-1.0,-5.588887255622517,1.0,-1.0,True
XRPUSDT,2026-01-13T20:00:00+00:00,2026-01-19T00:00:00+00:00,2.1427,2.0335,2.0335,93.0,25.0,22.0,15.0,9.0,8.0,14.0,3.1,5.09637373407383,0,close_below_stop,-1.0,-5.49637373407383,1.0,-1.0,True
BNBUSDT,2026-01-17T16:00:00+00:00,2026-01-19T00:00:00+00:00,954.9,923.82,923.82,94.0,25.0,22.0,15.0,9.0,10.0,13.0,3.1000000000000023,3.2547910775997413,0,close_below_stop,-1.0,-3.654791077599741,1.0,-1.0,True
BNBUSDT,2026-01-27T20:00:00+00:00,2026-01-29T16:00:00+00:00,894.71,865.87,865.87,94.0,25.0,22.0,15.0,9.0,10.0,13.0,3.1,3.2233908193716436,0,close_below_stop,-1.0,-3.6233908193716435,1.0,-1.0,True
ETHUSDT,2026-01-27T20:00:00+00:00,2026-01-29T16:00:00+00:00,2993.37,2823.41,2823.41,96.0,25.0,22.0,15.0,10.0,10.0,14.0,3.1,5.677881451340798,0,close_below_stop,-1.0,-6.077881451340798,1.0,-1.0,True
DOGEUSDT,2026-01-28T00:00:00+00:00,2026-01-29T16:00:00+00:00,0.12621,0.1206,0.1206,90.0,25.0,22.0,15.0,8.0,9.0,11.0,3.1,4.444972664606601,0,close_below_stop,-1.0,-4.844972664606601,1.0,-1.0,True
AVAXUSDT,2026-01-28T12:00:00+00:00,2026-01-29T16:00:00+00:00,12.205,11.573,11.573,90.0,25.0,22.0,15.0,8.0,9.0,11.0,3.1,5.178205653420727,0,close_below_stop,-1.0,-5.578205653420727,1.0,-1.0,True
BTCUSDT,2026-01-28T12:00:00+00:00,2026-01-29T16:00:00+00:00,89886.8,86960.0,86960.0,97.0,25.0,22.0,15.0,10.0,10.0,15.0,3.1,3.2560954444924093,0,close_below_stop,-1.0,-3.656095444492409,1.0,-1.0,True
DOGEUSDT,2026-02-13T16:00:00+00:00,2026-02-20T16:00:00+00:00,0.09594,0.09026,0.10184,88.0,25.0,22.0,15.0,8.0,7.0,11.0,3.1,5.920366895976643,2,max_hold_close,1.6154929577464796,9.16431102772565,0.75,1.2116197183098598,True
SOLUSDT,2026-02-21T16:00:00+00:00,2026-02-23T04:00:00+00:00,86.15,81.63,81.63,93.0,25.0,22.0,15.0,9.0,10.0,12.0,3.1,5.2466627974463265,0,close_below_stop,-1.0,-5.646662797446327,1.0,-1.0,True
BTCUSDT,2026-03-10T04:00:00+00:00,2026-03-17T04:00:00+00:00,69688.1,65569.2,74642.0,97.0,25.0,22.0,15.0,10.0,10.0,15.0,3.1,5.910478259559391,1,max_hold_close,1.2919068197819772,7.235787171697888,1.0,1.2919068197819772,True
XRPUSDT,2026-03-10T08:00:00+00:00,2026-03-17T08:00:00+00:00,1.3945,1.3207,1.529,95.0,25.0,22.0,15.0,9.0,10.0,14.0,3.1,5.292219433488712,2,max_hold_close,1.928997289972898,9.80867694514163,1.0,1.928997289972898,True
BNBUSDT,2026-03-13T04:00:00+00:00,2026-03-20T04:00:00+00:00,660.94,634.2,644.87,94.0,25.0,22.0,15.0,9.0,10.0,13.0,3.1,4.0457530184283,0,max_hold_close,-0.6009723261032178,-2.8313856023239703,1.0,-0.6009723261032178,True
ETHUSDT,2026-03-13T04:00:00+00:00,2026-03-20T04:00:00+00:00,2114.22,2008.5,2156.05,96.0,25.0,22.0,15.0,10.0,10.0,14.0,3.1,5.000425688906538,2,max_hold_close,1.3582671206961803,6.391913802726297,1.0,1.3582671206961803,True
LINKUSDT,2026-03-13T04:00:00+00:00,2026-03-20T04:00:00+00:00,9.263,8.826,9.139,91.0,25.0,22.0,15.0,8.0,9.0,12.0,3.1,4.7176940516031465,1,max_hold_close,0.25137299771166877,0.7859008960379911,1.0,0.25137299771166877,True
SOLUSDT,2026-03-13T04:00:00+00:00,2026-03-20T04:00:00+00:00,89.41,84.3,89.65,91.0,25.0,22.0,15.0,9.0,8.0,12.0,3.1,5.715244379823286,1,max_hold_close,0.48287671232876794,2.359758416284537,1.0,0.48287671232876794,True
BTCUSDT,2026-03-13T12:00:00+00:00,2026-03-20T12:00:00+00:00,72375.6,69150.0,70536.4,97.0,25.0,22.0,15.0,10.0,10.0,15.0,3.1,4.456750617611468,0,max_hold_close,-0.5701884920634946,-2.941187914158931,1.0,-0.5701884920634946,True
BNBUSDT,2026-03-16T04:00:00+00:00,2026-03-18T16:00:00+00:00,682.99,649.97,649.97,94.0,25.0,22.0,15.0,9.0,10.0,13.0,3.1,4.834624225830537,0,close_below_stop,-1.0,-5.2346242258305375,1.0,-1.0,True
XRPUSDT,2026-03-16T04:00:00+00:00,2026-03-23T00:00:00+00:00,1.4739,1.3861,1.3861,93.0,25.0,22.0,15.0,9.0,8.0,14.0,3.1,5.9569848700725885,1,close_below_stop,-0.24999999999999956,-1.8892462175181444,1.0,-0.24999999999999956,True
BTCUSDT,2026-03-17T00:00:00+00:00,2026-03-18T16:00:00+00:00,75376.9,71220.1,71220.1,97.0,25.0,22.0,15.0,10.0,10.0,15.0,3.1,5.514686860298034,0,close_below_stop,-1.0,-5.914686860298034,1.0,-1.0,True
DOGEUSDT,2026-03-25T08:00:00+00:00,2026-03-26T12:00:00+00:00,0.09708,0.09223,0.09223,88.0,25.0,22.0,15.0,8.0,7.0,11.0,3.1,4.9958796868561945,0,close_below_stop,-1.0,-5.395879686856195,0.75,-0.75,True
AVAXUSDT,2026-03-25T12:00:00+00:00,2026-03-26T12:00:00+00:00,9.765,9.35,9.35,90.0,25.0,22.0,15.0,8.0,9.0,11.0,3.1,4.249871991807485,0,close_below_stop,-1.0,-4.649871991807485,1.0,-1.0,True
LINKUSDT,2026-03-25T12:00:00+00:00,2026-03-26T12:00:00+00:00,9.436,8.989,8.989,91.0,25.0,22.0,15.0,8.0,9.0,12.0,3.1,4.737176769817711,0,close_below_stop,-1.0,-5.137176769817711,1.0,-1.0,True
SOLUSDT,2026-03-25T12:00:00+00:00,2026-03-26T12:00:00+00:00,93.14,88.35,88.35,93.0,25.0,22.0,15.0,9.0,10.0,12.0,3.1,5.142795791281948,0,close_below_stop,-1.0,-5.542795791281948,1.0,-1.0,True
ETHUSDT,2026-03-31T20:00:00+00:00,2026-04-07T20:00:00+00:00,2104.87,1980.51,2118.57,96.0,25.0,22.0,15.0,10.0,10.0,14.0,3.1,5.9082033569769115,0,max_hold_close,0.11016403988420942,0.25087155026202435,1.0,0.11016403988420942,True
BNBUSDT,2026-04-06T00:00:00+00:00,2026-04-13T00:00:00+00:00,604.91,587.27,594.25,94.0,25.0,22.0,15.0,9.0,10.0,13.0,3.1,2.91613628473657,0,max_hold_close,-0.6043083900226744,-2.1622456233158602,1.0,-0.6043083900226744,True
BTCUSDT,2026-04-06T00:00:00+00:00,2026-04-13T00:00:00+00:00,69205.2,66575.5,70884.1,97.0,25.0,22.0,15.0,10.0,10.0,15.0,3.1,3.7998589701351877,1,max_hold_close,0.8969064912347452,3.008118176090824,1.0,0.8969064912347452,True
ETHUSDT,2026-04-06T00:00:00+00:00,2026-04-13T00:00:00+00:00,2118.73,2020.61,2194.9,94.0,25.0,22.0,15.0,10.0,8.0,14.0,3.0999999999999996,4.631076163550811,1,max_hold_close,0.993406033428455,4.200539002138078,1.0,0.993406033428455,True
SOLUSDT,2026-04-06T00:00:00+00:00,2026-04-13T00:00:00+00:00,82.25,78.45,81.73,93.0,25.0,22.0,15.0,9.0,10.0,12.0,3.1,4.620060790273553,0,max_hold_close,-0.13684210526315696,-1.0322188449847975,1.0,-0.13684210526315696,True
BTCUSDT,2026-04-08T00:00:00+00:00,2026-04-15T00:00:00+00:00,71930.0,67711.0,74499.6,95.0,25.0,22.0,15.0,10.0,8.0,15.0,3.1,5.865424718476296,0,max_hold_close,0.609054278264993,3.1723620186292307,1.0,0.609054278264993,True
DOGEUSDT,2026-04-08T00:00:00+00:00,2026-04-15T00:00:00+00:00,0.09491,0.08984,0.09343,88.0,25.0,22.0,15.0,8.0,7.0,11.0,3.1,5.341902855336626,0,max_hold_close,-0.2919132149901376,-1.9593720366663105,0.75,-0.21893491124260323,True
BTCUSDT,2026-04-11T20:00:00+00:00,2026-04-12T12:00:00+00:00,73452.2,71382.1,71382.1,97.0,25.0,22.0,15.0,10.0,10.0,15.0,3.1,2.818295435671078,0,close_below_stop,-1.0,-3.218295435671078,1.0,-1.0,True
ETHUSDT,2026-04-11T20:00:00+00:00,2026-04-18T20:00:00+00:00,2306.21,2173.81,2348.22,96.0,25.0,22.0,15.0,10.0,10.0,14.0,3.1,5.741020982477749,0,max_hold_close,0.3172960725075509,1.4216034099236308,1.0,0.3172960725075509,True
BTCUSDT,2026-04-14T00:00:00+00:00,2026-04-21T00:00:00+00:00,74295.9,70458.2,75827.7,95.0,25.0,22.0,15.0,10.0,8.0,15.0,3.1,5.1654263559631115,0,max_hold_close,0.39914532141647446,1.6617557631040247,1.0,0.39914532141647446,True
BNBUSDT,2026-04-14T16:00:00+00:00,2026-04-21T16:00:00+00:00,624.83,591.18,632.84,94.0,25.0,22.0,15.0,9.0,10.0,13.0,3.1,5.3854648464382455,0,max_hold_close,0.23803863298662614,0.8819486900436903,1.0,0.23803863298662614,True
XRPUSDT,2026-04-16T12:00:00+00:00,2026-04-23T12:00:00+00:00,1.4184,1.3484,1.417,95.0,25.0,22.0,15.0,9.0,10.0,14.0,3.1,4.935138183869152,0,max_hold_close,-0.02000000000000095,-0.49870276367738775,1.0,-0.02000000000000095,True
AVAXUSDT,2026-04-16T20:00:00+00:00,2026-04-19T08:00:00+00:00,9.811,9.254,9.254,88.0,25.0,22.0,15.0,8.0,7.0,11.0,3.1,5.677300988686172,0,close_below_stop,-1.0,-6.077300988686172,0.75,-0.75,True
BNBUSDT,2026-04-16T20:00:00+00:00,2026-04-23T20:00:00+00:00,637.23,610.84,637.3,94.0,25.0,22.0,15.0,9.0,10.0,13.0,3.1,4.141361831677727,0,max_hold_close,0.0026525198938967933,-0.38901495535365,1.0,0.0026525198938967933,True
BTCUSDT,2026-04-17T16:00:00+00:00,2026-04-24T16:00:00+00:00,77817.9,73256.8,77750.1,95.0,25.0,22.0,15.0,10.0,8.0,15.0,3.1,5.861247861995751,0,max_hold_close,-0.01486483523711133,-0.48712648375243794,1.0,-0.01486483523711133,True
AVAXUSDT,2026-04-22T04:00:00+00:00,2026-04-27T16:00:00+00:00,9.55,9.144,9.144,90.0,25.0,22.0,15.0,8.0,9.0,11.0,3.1,4.251308900523567,0,close_below_stop,-1.0,-4.651308900523567,1.0,-1.0,True
BTCUSDT,2026-04-22T04:00:00+00:00,2026-04-29T04:00:00+00:00,77449.5,74563.2,76883.2,97.0,25.0,22.0,15.0,10.0,10.0,15.0,3.1,3.726686421474642,0,max_hold_close,-0.1962027509267929,-1.1311861277348503,1.0,-0.1962027509267929,True
SOLUSDT,2026-04-22T04:00:00+00:00,2026-04-27T16:00:00+00:00,87.09,84.26,84.26,93.0,25.0,22.0,15.0,9.0,10.0,12.0,3.1,3.249511999081408,0,close_below_stop,-1.0,-3.6495119990814078,1.0,-1.0,True
BNBUSDT,2026-04-22T08:00:00+00:00,2026-04-29T08:00:00+00:00,643.24,621.16,625.37,94.0,25.0,22.0,15.0,9.0,10.0,13.0,3.1,3.4326223493563894,0,max_hold_close,-0.8093297101449263,-3.1781232510416024,1.0,-0.8093297101449263,True
DOGEUSDT,2026-04-22T08:00:00+00:00,2026-04-29T08:00:00+00:00,0.0977,0.0935,0.10529,90.0,25.0,22.0,15.0,8.0,9.0,11.0,3.1,4.298874104401223,1,max_hold_close,1.7150000000000007,6.972569089048101,1.0,1.7150000000000007,True
ETHUSDT,2026-04-22T08:00:00+00:00,2026-04-28T12:00:00+00:00,2390.0,2276.71,2276.71,96.0,25.0,22.0,15.0,10.0,10.0,14.0,3.1,4.7401673640167346,0,close_below_stop,-1.0,-5.140167364016735,1.0,-1.0,True
XRPUSDT,2026-04-22T08:00:00+00:00,2026-04-27T16:00:00+00:00,1.4535,1.4079,1.4079,95.0,25.0,22.0,15.0,9.0,10.0,14.0,3.1,3.13725490196079,0,close_below_stop,-1.0,-3.53725490196079,1.0,-1.0,True
LINKUSDT,2026-04-26T12:00:00+00:00,2026-04-27T16:00:00+00:00,9.46,9.282,9.282,91.0,25.0,22.0,15.0,8.0,9.0,12.0,3.1,1.8816067653277042,0,close_below_stop,-1.0,-2.2816067653277043,1.0,-1.0,True
ETHUSDT,2026-04-26T20:00:00+00:00,2026-04-27T16:00:00+00:00,2364.04,2298.98,2298.98,96.0,25.0,22.0,15.0,10.0,10.0,14.0,3.1,2.7520684929188994,0,close_below_stop,-1.0,-3.1520684929188993,1.0,-1.0,True
BTCUSDT,2026-04-27T04:00:00+00:00,2026-04-27T16:00:00+00:00,79014.4,77100.0,77100.0,97.0,25.0,22.0,15.0,10.0,10.0,15.0,3.1,2.4228495059128394,0,close_below_stop,-1.0,-2.8228495059128393,1.0,-1.0,True
DOGEUSDT,2026-04-27T04:00:00+00:00,2026-05-01T00:00:00+00:00,0.10027,0.09733,0.10645,90.0,25.0,22.0,15.0,8.0,9.0,11.0,3.1,2.9320833748878012,2,max_hold_close,2.040816326530613,5.583843622220005,1.0,2.040816326530613,True
SOLUSDT,2026-04-27T04:00:00+00:00,2026-04-27T08:00:00+00:00,87.62,85.48,85.48,93.0,25.0,22.0,15.0,9.0,10.0,12.0,3.1,2.442364756904817,0,close_below_stop,-1.0,-2.842364756904817,1.0,-1.0,True
DOGEUSDT,2026-04-29T04:00:00+00:00,2026-05-01T00:00:00+00:00,0.10132,0.09686,0.10645,90.0,25.0,22.0,15.0,8.0,9.0,11.0,3.1,4.401894986182384,1,max_hold_close,1.2551569506726485,5.125069088037901,1.0,1.2551569506726485,True
